label,name,cluster_annotation_term_set_label,cluster_annotation_term_set_name,color_hex_triplet,term_order,term_set_order,parent_term_label,parent_term_name,parent_term_set_label
CS20250428_CLUST_0543,Human-492,CCN20250428_LEVEL_4,Cluster,#888ae7,1099,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0991,Macaque-1,CCN20250428_LEVEL_4,Cluster,#ad92ed,1100,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0992,Macaque-2,CCN20250428_LEVEL_4,Cluster,#6be192,1101,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0993,Macaque-3,CCN20250428_LEVEL_4,Cluster,#eb2181,1102,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0994,Macaque-4,CCN20250428_LEVEL_4,Cluster,#3a1182,1103,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0995,Macaque-5,CCN20250428_LEVEL_4,Cluster,#c82ddf,1104,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0996,Macaque-6,CCN20250428_LEVEL_4,Cluster,#38c6f3,1105,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0997,Macaque-9,CCN20250428_LEVEL_4,Cluster,#880a4c,1106,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0998,Macaque-10,CCN20250428_LEVEL_4,Cluster,#568801,1107,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0999,Macaque-11,CCN20250428_LEVEL_4,Cluster,#db8d22,1108,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1000,Macaque-12,CCN20250428_LEVEL_4,Cluster,#d66ae4,1109,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1001,Macaque-13,CCN20250428_LEVEL_4,Cluster,#8577dc,1110,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1002,Macaque-14,CCN20250428_LEVEL_4,Cluster,#df5dcd,1111,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1003,Macaque-15,CCN20250428_LEVEL_4,Cluster,#d413c6,1112,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1004,Macaque-16,CCN20250428_LEVEL_4,Cluster,#67edf2,1113,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1005,Macaque-17,CCN20250428_LEVEL_4,Cluster,#ee3b7d,1114,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1006,Macaque-368,CCN20250428_LEVEL_4,Cluster,#6953d2,1115,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1007,Macaque-369,CCN20250428_LEVEL_4,Cluster,#3ff186,1116,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1008,Macaque-370,CCN20250428_LEVEL_4,Cluster,#78eff1,1117,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1009,Macaque-371,CCN20250428_LEVEL_4,Cluster,#1091eb,1118,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1010,Macaque-372,CCN20250428_LEVEL_4,Cluster,#e8cb84,1119,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1011,Macaque-373,CCN20250428_LEVEL_4,Cluster,#1b8c83,1120,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1012,Macaque-374,CCN20250428_LEVEL_4,Cluster,#5c115a,1121,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1013,Macaque-375,CCN20250428_LEVEL_4,Cluster,#a48ce8,1122,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1014,Macaque-376,CCN20250428_LEVEL_4,Cluster,#5cbef3,1123,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1177,Marmoset-92,CCN20250428_LEVEL_4,Cluster,#fe91b3,1124,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1178,Marmoset-93,CCN20250428_LEVEL_4,Cluster,#83a1dd,1125,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1180,Marmoset-95,CCN20250428_LEVEL_4,Cluster,#859bdd,1126,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1203,Marmoset-118,CCN20250428_LEVEL_4,Cluster,#8b0c07,1127,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1204,Marmoset-119,CCN20250428_LEVEL_4,Cluster,#fd3df8,1128,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1205,Marmoset-120,CCN20250428_LEVEL_4,Cluster,#a52397,1129,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1208,Marmoset-123,CCN20250428_LEVEL_4,Cluster,#e2d473,1130,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1209,Marmoset-124,CCN20250428_LEVEL_4,Cluster,#6e1a18,1131,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1210,Marmoset-125,CCN20250428_LEVEL_4,Cluster,#e7aed9,1132,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1211,Marmoset-126,CCN20250428_LEVEL_4,Cluster,#aff350,1133,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1212,Marmoset-127,CCN20250428_LEVEL_4,Cluster,#0e8f8c,1134,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1213,Marmoset-128,CCN20250428_LEVEL_4,Cluster,#c6080e,1135,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1214,Marmoset-129,CCN20250428_LEVEL_4,Cluster,#87f9e7,1136,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1215,Marmoset-130,CCN20250428_LEVEL_4,Cluster,#73df9e,1137,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1216,Marmoset-131,CCN20250428_LEVEL_4,Cluster,#38227e,1138,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1217,Marmoset-132,CCN20250428_LEVEL_4,Cluster,#accd48,1139,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1218,Marmoset-133,CCN20250428_LEVEL_4,Cluster,#e3817a,1140,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1219,Marmoset-134,CCN20250428_LEVEL_4,Cluster,#625917,1141,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1220,Marmoset-135,CCN20250428_LEVEL_4,Cluster,#90eae3,1142,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1222,Marmoset-137,CCN20250428_LEVEL_4,Cluster,#50cabd,1143,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1223,Marmoset-138,CCN20250428_LEVEL_4,Cluster,#936a0f,1144,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1249,Marmoset-203,CCN20250428_LEVEL_4,Cluster,#506edb,1145,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1929,Marmoset-1222,CCN20250428_LEVEL_4,Cluster,#72ea32,1146,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1933,Marmoset-1226,CCN20250428_LEVEL_4,Cluster,#8a1a57,1147,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1935,Marmoset-1228,CCN20250428_LEVEL_4,Cluster,#6ebfee,1148,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1937,Marmoset-1230,CCN20250428_LEVEL_4,Cluster,#12616e,1149,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1938,Marmoset-1231,CCN20250428_LEVEL_4,Cluster,#228ad4,1150,4,CS20250428_GROUP_0056,STRv D1 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0444,Human-23,CCN20250428_LEVEL_4,Cluster,#87d8da,1151,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0445,Human-85,CCN20250428_LEVEL_4,Cluster,#3b65c3,1152,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0446,Human-86,CCN20250428_LEVEL_4,Cluster,#019832,1153,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0447,Human-87,CCN20250428_LEVEL_4,Cluster,#2a8964,1154,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0448,Human-88,CCN20250428_LEVEL_4,Cluster,#560fbc,1155,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0449,Human-90,CCN20250428_LEVEL_4,Cluster,#c5e948,1156,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0450,Human-338,CCN20250428_LEVEL_4,Cluster,#96af01,1157,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0451,Human-342,CCN20250428_LEVEL_4,Cluster,#e0ed78,1158,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0452,Human-343,CCN20250428_LEVEL_4,Cluster,#564f15,1159,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0453,Human-513,CCN20250428_LEVEL_4,Cluster,#a01415,1160,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0454,Human-514,CCN20250428_LEVEL_4,Cluster,#147d61,1161,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0455,Human-515,CCN20250428_LEVEL_4,Cluster,#ba2157,1162,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0456,Human-516,CCN20250428_LEVEL_4,Cluster,#11de87,1163,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0950,Macaque-397,CCN20250428_LEVEL_4,Cluster,#807119,1164,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0951,Macaque-398,CCN20250428_LEVEL_4,Cluster,#7d96fd,1165,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0952,Macaque-399,CCN20250428_LEVEL_4,Cluster,#307e06,1166,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0953,Macaque-400,CCN20250428_LEVEL_4,Cluster,#adbde7,1167,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0954,Macaque-401,CCN20250428_LEVEL_4,Cluster,#84590c,1168,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0955,Macaque-402,CCN20250428_LEVEL_4,Cluster,#94ded3,1169,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1241,Marmoset-195,CCN20250428_LEVEL_4,Cluster,#53e30f,1170,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1242,Marmoset-196,CCN20250428_LEVEL_4,Cluster,#c5386d,1171,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1243,Marmoset-197,CCN20250428_LEVEL_4,Cluster,#791c9e,1172,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1245,Marmoset-199,CCN20250428_LEVEL_4,Cluster,#d7b1e5,1173,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1246,Marmoset-200,CCN20250428_LEVEL_4,Cluster,#4a209a,1174,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1247,Marmoset-201,CCN20250428_LEVEL_4,Cluster,#78111a,1175,4,CS20250428_GROUP_0050,STRd D1 Striosome MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0465,Human-84,CCN20250428_LEVEL_4,Cluster,#c33059,1176,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0466,Human-381,CCN20250428_LEVEL_4,Cluster,#aff15d,1177,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0467,Human-384,CCN20250428_LEVEL_4,Cluster,#3d70fc,1178,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0468,Human-433,CCN20250428_LEVEL_4,Cluster,#881756,1179,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0469,Human-525,CCN20250428_LEVEL_4,Cluster,#81a4f2,1180,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0470,Human-528,CCN20250428_LEVEL_4,Cluster,#769ef2,1181,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0471,Human-536,CCN20250428_LEVEL_4,Cluster,#79b5f2,1182,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0472,Human-538,CCN20250428_LEVEL_4,Cluster,#861169,1183,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0473,Human-559,CCN20250428_LEVEL_4,Cluster,#f3c481,1184,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0474,Human-561,CCN20250428_LEVEL_4,Cluster,#39c6ab,1185,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0475,Human-562,CCN20250428_LEVEL_4,Cluster,#dda756,1186,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0476,Human-563,CCN20250428_LEVEL_4,Cluster,#6ef0df,1187,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0477,Human-564,CCN20250428_LEVEL_4,Cluster,#67121e,1188,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0965,Macaque-213,CCN20250428_LEVEL_4,Cluster,#2fd6d6,1189,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0966,Macaque-410,CCN20250428_LEVEL_4,Cluster,#97f1d7,1190,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0970,Macaque-444,CCN20250428_LEVEL_4,Cluster,#81c22b,1191,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0971,Macaque-445,CCN20250428_LEVEL_4,Cluster,#66f9b5,1192,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0972,Macaque-446,CCN20250428_LEVEL_4,Cluster,#c8c254,1193,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0973,Macaque-465,CCN20250428_LEVEL_4,Cluster,#d71b39,1194,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1146,Marmoset-61,CCN20250428_LEVEL_4,Cluster,#cedd97,1195,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1147,Marmoset-62,CCN20250428_LEVEL_4,Cluster,#dfe75c,1196,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1148,Marmoset-63,CCN20250428_LEVEL_4,Cluster,#3c2b9b,1197,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1150,Marmoset-65,CCN20250428_LEVEL_4,Cluster,#a66601,1198,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1151,Marmoset-66,CCN20250428_LEVEL_4,Cluster,#a91bf3,1199,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1152,Marmoset-67,CCN20250428_LEVEL_4,Cluster,#fd9a94,1200,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1153,Marmoset-68,CCN20250428_LEVEL_4,Cluster,#0600b4,1201,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1154,Marmoset-69,CCN20250428_LEVEL_4,Cluster,#2796e9,1202,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1155,Marmoset-70,CCN20250428_LEVEL_4,Cluster,#1b6a7d,1203,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1157,Marmoset-72,CCN20250428_LEVEL_4,Cluster,#a6eed5,1204,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1158,Marmoset-73,CCN20250428_LEVEL_4,Cluster,#7538d3,1205,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1162,Marmoset-77,CCN20250428_LEVEL_4,Cluster,#3499f8,1206,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1164,Marmoset-79,CCN20250428_LEVEL_4,Cluster,#aa6f34,1207,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1165,Marmoset-80,CCN20250428_LEVEL_4,Cluster,#032c63,1208,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1166,Marmoset-81,CCN20250428_LEVEL_4,Cluster,#6c109b,1209,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1167,Marmoset-82,CCN20250428_LEVEL_4,Cluster,#9c007a,1210,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1236,Marmoset-151,CCN20250428_LEVEL_4,Cluster,#b76bd2,1211,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1237,Marmoset-152,CCN20250428_LEVEL_4,Cluster,#e1e00c,1212,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1240,Marmoset-155,CCN20250428_LEVEL_4,Cluster,#1697ca,1213,4,CS20250428_GROUP_0052,STRd D2 Matrix MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0544,Human-2,CCN20250428_LEVEL_4,Cluster,#9f3cd7,1214,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0545,Human-83,CCN20250428_LEVEL_4,Cluster,#309483,1215,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0546,Human-332,CCN20250428_LEVEL_4,Cluster,#0f0fb1,1216,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0547,Human-333,CCN20250428_LEVEL_4,Cluster,#f496c6,1217,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0548,Human-334,CCN20250428_LEVEL_4,Cluster,#9394f9,1218,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0549,Human-335,CCN20250428_LEVEL_4,Cluster,#0e8d61,1219,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0550,Human-336,CCN20250428_LEVEL_4,Cluster,#33afd9,1220,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0551,Human-337,CCN20250428_LEVEL_4,Cluster,#f6b09e,1221,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0552,Human-339,CCN20250428_LEVEL_4,Cluster,#f836dc,1222,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0553,Human-340,CCN20250428_LEVEL_4,Cluster,#9c7b33,1223,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0554,Human-508,CCN20250428_LEVEL_4,Cluster,#203877,1224,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0555,Human-509,CCN20250428_LEVEL_4,Cluster,#d5c460,1225,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0556,Human-510,CCN20250428_LEVEL_4,Cluster,#2eccc3,1226,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0557,Human-511,CCN20250428_LEVEL_4,Cluster,#3e0791,1227,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0558,Human-539,CCN20250428_LEVEL_4,Cluster,#674bf4,1228,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0559,Human-547,CCN20250428_LEVEL_4,Cluster,#52c9a2,1229,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0560,Human-548,CCN20250428_LEVEL_4,Cluster,#822495,1230,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0561,Human-555,CCN20250428_LEVEL_4,Cluster,#a8c6ec,1231,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0562,Human-560,CCN20250428_LEVEL_4,Cluster,#e8a3ce,1232,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0967,Macaque-412,CCN20250428_LEVEL_4,Cluster,#f1ca9d,1233,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0968,Macaque-413,CCN20250428_LEVEL_4,Cluster,#efea88,1234,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_0969,Macaque-414,CCN20250428_LEVEL_4,Cluster,#deb248,1235,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1026,Macaque-108,CCN20250428_LEVEL_4,Cluster,#1b5930,1236,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1027,Macaque-403,CCN20250428_LEVEL_4,Cluster,#f2fe1b,1237,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1028,Macaque-404,CCN20250428_LEVEL_4,Cluster,#4167c3,1238,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1029,Macaque-405,CCN20250428_LEVEL_4,Cluster,#0a6828,1239,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1030,Macaque-406,CCN20250428_LEVEL_4,Cluster,#559803,1240,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1031,Macaque-407,CCN20250428_LEVEL_4,Cluster,#1d8c47,1241,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1032,Macaque-408,CCN20250428_LEVEL_4,Cluster,#9463f9,1242,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1033,Macaque-409,CCN20250428_LEVEL_4,Cluster,#e9c088,1243,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1034,Macaque-411,CCN20250428_LEVEL_4,Cluster,#06066b,1244,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1149,Marmoset-64,CCN20250428_LEVEL_4,Cluster,#89e9d5,1245,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1159,Marmoset-74,CCN20250428_LEVEL_4,Cluster,#c07ad7,1246,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1160,Marmoset-75,CCN20250428_LEVEL_4,Cluster,#067168,1247,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
CS20250428_CLUST_1161,Marmoset-76,CCN20250428_LEVEL_4,Cluster,#10bd55,1248,4,CS20250428_GROUP_0058,STRv D2 MSN,CCN20250428_LEVEL_3
